#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3578  -13.7592  -12.8198  -12.0258   -6.6577   -6.1995   -6.1995   -5.9690   -5.7569   -5.7569   -4.2205   -3.2182   -2.5936   -2.5936   -1.9377   -1.9377   -1.6629   -1.6629   -0.7465   -0.1365   -0.1365    0.1144    1.6266    2.5365    3.2269    4.2787    4.2787    4.3634    5.0222    5.0222
  0.0135  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3577  -13.7594  -12.8195  -12.0261   -6.6580   -6.1995   -6.1995   -5.9676   -5.7569   -5.7569   -4.2252   -3.2128   -2.5936   -2.5936   -1.9376   -1.9376   -1.6629   -1.6629   -0.7531   -0.1365   -0.1365    0.1205    1.6256    2.5368    3.2257    4.2788    4.2788    4.3638    5.0219    5.0219
  0.0270  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3576  -13.7599  -12.8186  -12.0267   -6.6590   -6.1995   -6.1995   -5.9634   -5.7569   -5.7569   -4.2388   -3.1970   -2.5936   -2.5936   -1.9374   -1.9374   -1.6631   -1.6631   -0.7721   -0.1365   -0.1365    0.1383    1.6226    2.5377    3.2221    4.2792    4.2792    4.3649    5.0210    5.0210
  0.0405  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3573  -13.7607  -12.8171  -12.0277   -6.6606   -6.1995   -6.1995   -5.9565   -5.7568   -5.7568   -4.2604   -3.1718   -2.5937   -2.5937   -1.9372   -1.9372   -1.6633   -1.6633   -0.8022   -0.1365   -0.1365    0.1662    1.6175    2.5391    3.2162    4.2798    4.2798    4.3668    5.0196    5.0196
  0.0540  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3570  -13.7619  -12.8150  -12.0291   -6.6628   -6.1995   -6.1995   -5.9470   -5.7569   -5.7569   -4.2888   -3.1384   -2.5938   -2.5938   -1.9368   -1.9368   -1.6636   -1.6636   -0.8412   -0.1365   -0.1365    0.2023    1.6105    2.5412    3.2082    4.2806    4.2806    4.3694    5.0176    5.0176
  0.0675  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3565  -13.7633  -12.8125  -12.0309   -6.6654   -6.1995   -6.1995   -5.9351   -5.7569   -5.7569   -4.3225   -3.0982   -2.5939   -2.5939   -1.9363   -1.9363   -1.6641   -1.6641   -0.8872   -0.1365   -0.1365    0.2444    1.6014    2.5438    3.1980    4.2817    4.2817    4.3725    5.0152    5.0152
  0.0810  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3561  -13.7650  -12.8095  -12.0330   -6.6683   -6.1995   -6.1995   -5.9211   -5.7569   -5.7569   -4.3601   -3.0526   -2.5940   -2.5940   -1.9358   -1.9358   -1.6645   -1.6645   -0.9383   -0.1365   -0.1365    0.2910    1.5905    2.5471    3.1861    4.2829    4.2829    4.3763    5.0123    5.0123
  0.0945  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3555  -13.7669  -12.8062  -12.0353   -6.6716   -6.1995   -6.1995   -5.9051   -5.7569   -5.7569   -4.4004   -3.0030   -2.5941   -2.5941   -1.9351   -1.9351   -1.6651   -1.6651   -0.9932   -0.1365   -0.1365    0.3403    1.5777    2.5509    3.1725    4.2843    4.2843    4.3804    5.0091    5.0091
  0.1080  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3549  -13.7689  -12.8027  -12.0378   -6.6749   -6.1995   -6.1995   -5.8876   -5.7569   -5.7569   -4.4421   -2.9505   -2.5942   -2.5942   -1.9345   -1.9345   -1.6656   -1.6656   -1.0504   -0.1364   -0.1364    0.3913    1.5630    2.5553    3.1577    4.2857    4.2857    4.3850    5.0057    5.0057
  0.1215  -15.6518  -15.4557  -15.4557  -15.2809  -15.2809  -14.9236  -14.9236  -14.9113  -14.7806  -14.7806  -14.3543  -13.7709  -12.7989  -12.0405   -6.6784   -6.1995   -6.1995   -5.8688   -5.7569   -5.7569   -4.4843   -2.8961   -2.5943   -2.5943   -1.9338   -1.9338   -1.6663   -1.6663   -1.1090   -0.1364   -0.1364    0.4428    1.5468    2.5603    3.1420    4.2873    4.2873    4.3897    5.0021    5.0021
