#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -15.6401  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3376  -13.7405  -12.8017  -12.0084   -6.6363   -6.1878   -6.1878   -5.9562   -5.7481   -5.7481   -4.2075   -3.1994   -2.5881   -2.5881   -1.9300   -1.9300   -1.6574   -1.6574   -0.7398   -0.1339   -0.1339    0.1113    1.6190    2.5363    3.2217    4.2783    4.2783    4.3708    5.0222    5.0222
  0.0135  -15.6401  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3375  -13.7407  -12.8014  -12.0086   -6.6366   -6.1878   -6.1878   -5.9548   -5.7481   -5.7481   -4.2121   -3.1941   -2.5881   -2.5881   -1.9299   -1.9299   -1.6574   -1.6574   -0.7464   -0.1339   -0.1339    0.1175    1.6180    2.5366    3.2205    4.2785    4.2785    4.3712    5.0219    5.0219
  0.0270  -15.6401  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3374  -13.7412  -12.8005  -12.0092   -6.6376   -6.1878   -6.1878   -5.9506   -5.7481   -5.7481   -4.2255   -3.1785   -2.5882   -2.5882   -1.9298   -1.9298   -1.6576   -1.6576   -0.7655   -0.1339   -0.1339    0.1353    1.6150    2.5375    3.2169    4.2788    4.2788    4.3724    5.0210    5.0210
  0.0405  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3371  -13.7421  -12.7990  -12.0102   -6.6393   -6.1878   -6.1878   -5.9437   -5.7481   -5.7481   -4.2468   -3.1536   -2.5882   -2.5882   -1.9295   -1.9295   -1.6578   -1.6578   -0.7956   -0.1339   -0.1339    0.1633    1.6100    2.5389    3.2110    4.2794    4.2794    4.3742    5.0196    5.0196
  0.0540  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3368  -13.7432  -12.7970  -12.0116   -6.6415   -6.1878   -6.1878   -5.9342   -5.7481   -5.7481   -4.2748   -3.1205   -2.5883   -2.5883   -1.9291   -1.9291   -1.6582   -1.6582   -0.8347   -0.1339   -0.1339    0.1994    1.6030    2.5410    3.2029    4.2803    4.2803    4.3767    5.0176    5.0176
  0.0674  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3364  -13.7446  -12.7945  -12.0133   -6.6441   -6.1878   -6.1878   -5.9224   -5.7481   -5.7481   -4.3080   -3.0807   -2.5884   -2.5884   -1.9287   -1.9287   -1.6586   -1.6586   -0.8807   -0.1339   -0.1339    0.2416    1.5940    2.5437    3.1927    4.2813    4.2813    4.3799    5.0152    5.0152
  0.0809  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3359  -13.7463  -12.7916  -12.0154   -6.6472   -6.1878   -6.1878   -5.9084   -5.7481   -5.7481   -4.3451   -3.0356   -2.5885   -2.5885   -1.9281   -1.9281   -1.6590   -1.6590   -0.9319   -0.1338   -0.1338    0.2882    1.5830    2.5471    3.1808    4.2825    4.2825    4.3836    5.0124    5.0124
  0.0944  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3353  -13.7481  -12.7883  -12.0177   -6.6505   -6.1878   -6.1878   -5.8925   -5.7481   -5.7481   -4.3849   -2.9864   -2.5886   -2.5886   -1.9275   -1.9275   -1.6596   -1.6596   -0.9867   -0.1338   -0.1338    0.3375    1.5703    2.5510    3.1672    4.2839    4.2839    4.3877    5.0092    5.0092
  0.1079  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3347  -13.7501  -12.7848  -12.0201   -6.6539   -6.1878   -6.1878   -5.8751   -5.7481   -5.7481   -4.4261   -2.9343   -2.5887   -2.5887   -1.9268   -1.9268   -1.6601   -1.6601   -1.0439   -0.1338   -0.1338    0.3885    1.5557    2.5556    3.1523    4.2853    4.2853    4.3922    5.0058    5.0058
  0.1214  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3341  -13.7521  -12.7811  -12.0227   -6.6574   -6.1878   -6.1878   -5.8564   -5.7481   -5.7481   -4.4678   -2.8803   -2.5889   -2.5889   -1.9261   -1.9261   -1.6607   -1.6607   -1.1024   -0.1338   -0.1338    0.4399    1.5395    2.5607    3.1365    4.2869    4.2869    4.3969    5.0023    5.0023
  0.1349  -15.6402  -15.4456  -15.4456  -15.2715  -15.2715  -14.9140  -14.9140  -14.9018  -14.7722  -14.7722  -14.3335  -13.7542  -12.7774  -12.0254   -6.6609   -6.1878   -6.1878   -5.8370   -5.7481   -5.7481   -4.5092   -2.8254   -2.5890   -2.5890   -1.9254   -1.9254   -1.6613   -1.6613   -1.1612   -0.1337   -0.1337    0.4910    1.5218    2.5663    3.1200    4.2884    4.2884    4.4018    4.9987    4.9987
